Date,Close
2021-09-03,0.9144899845123291
2021-09-06,0.9138399958610535
2021-09-07,0.9148799777030945
2021-09-08,0.9194499850273132
2021-09-09,0.9218400120735168
2021-09-10,0.9165099859237671
2021-09-13,0.9181399941444397
2021-09-14,0.921999990940094
2021-09-15,0.9200800061225891
2021-09-16,0.9197099804878235
2021-09-17,0.9273599982261658
2021-09-20,0.9320399761199951
2021-09-21,0.9276700019836426
2021-09-22,0.9235000014305115
2021-09-23,0.9262999892234802
2021-09-24,0.9244999885559082
2021-09-27,0.9244700074195862
2021-09-28,0.9255890250205994
2021-09-29,0.9291599988937378
2021-09-30,0.934249997138977
2021-10-01,0.932479977607727
2021-10-04,0.9295700192451477
2021-10-05,0.9249600172042847
2021-10-06,0.9283999800682068
2021-10-07,0.9276999831199646
2021-10-08,0.9283999800682068
2021-10-11,0.9278500080108643
2021-10-12,0.9275500178337097
2021-10-13,0.9304599761962891
2021-10-14,0.923799991607666
2021-10-15,0.9243699908256531
2021-10-18,0.9235299825668335
2021-10-19,0.9232779741287231
2021-10-20,0.9229999780654907
2021-10-21,0.9187999963760376
2021-10-22,0.9181100130081177
2021-10-25,0.9165530204772949
2021-10-26,0.9198899865150452
2021-10-27,0.9196000099182129
2021-10-28,0.9179999828338623
2021-10-29,0.9115399718284607
2021-11-01,0.9161400198936462
2021-11-02,0.9093400239944458
2021-11-03,0.9146000146865845
2021-11-04,0.9113100171089172
2021-11-05,0.9126799702644348
2021-11-08,0.9119700193405151
2021-11-09,0.9132800102233887
2021-11-10,0.9107000231742859
2021-11-11,0.9178199768066406
2021-11-12,0.921209990978241
2021-11-15,0.9211000204086304
2021-11-16,0.92535001039505
2021-11-17,0.9303100109100342
2021-11-18,0.9285299777984619
2021-11-19,0.925599992275238
2021-11-22,0.9293000102043152
2021-11-23,0.9322999715805054
2021-11-24,0.9333900213241577
2021-11-25,0.9337999820709229
2021-11-26,0.9352800250053406
2021-11-29,0.9243199825286865
2021-11-30,0.9228699803352356
2021-12-01,0.9194999933242798
2021-12-02,0.9205999970436096
2021-12-03,0.9197999835014343
2021-12-06,0.9184899926185608
2021-12-07,0.9254999756813049
2021-12-08,0.9243999719619751
2021-12-09,0.9200000166893005
2021-12-10,0.9237899780273438
2021-12-13,0.9210699796676636
2021-12-14,0.9223799705505371
2021-12-15,0.9240000247955322
2021-12-16,0.9244400262832642
