Date,Close
2021-09-03,0.7110706567764282
2021-09-06,0.7151899337768555
2021-09-07,0.7136587500572205
2021-09-08,0.7097585201263428
2021-09-09,0.7098290324211121
2021-09-10,0.7105098962783813
2021-09-13,0.711657702922821
2021-09-14,0.7114601731300354
2021-09-15,0.7095721364021301
2021-09-16,0.7132006287574768
2021-09-17,0.7070900201797485
2021-09-20,0.7033585906028748
2021-09-21,0.7017691731452942
2021-09-22,0.6997313499450684
2021-09-23,0.6991002559661865
2021-09-24,0.7065390348434448
2021-09-27,0.7016608715057373
2021-09-28,0.700790524482727
2021-09-29,0.6960008144378662
2021-09-30,0.6872379779815674
2021-10-01,0.6896799206733704
2021-10-04,0.6941889524459839
2021-10-05,0.6961801052093506
2021-10-06,0.6956700682640076
2021-10-07,0.6915820240974426
2021-10-08,0.6938180923461914
2021-10-11,0.6921613216400146
2021-10-12,0.6943287253379822
2021-10-13,0.6925591230392456
2021-10-14,0.6972284913063049
2021-10-15,0.7035713195800781
2021-10-18,0.7084611654281616
2021-10-19,0.7091901898384094
2021-10-20,0.7155686020851135
2021-10-21,0.71986985206604
2021-10-22,0.7155993580818176
2021-10-25,0.7150722742080688
2021-10-26,0.7166198492050171
2021-10-27,0.7168099284172058
2021-10-28,0.7163888216018677
2021-10-29,0.7195124626159668
2021-11-01,0.7176483869552612
2021-11-02,0.7179214954376221
2021-11-03,0.7125806212425232
2021-11-04,0.7176278233528137
2021-11-05,0.7109695672988892
2021-11-08,0.7109189629554749
2021-11-09,0.7162498235702515
2021-11-10,0.712520182132721
2021-11-11,0.7066788077354431
2021-11-12,0.7024001479148865
2021-11-15,0.7043195366859436
2021-11-16,0.704170823097229
2021-11-17,0.6991999745368958
2021-11-18,0.7003781795501709
2021-11-19,0.7042104601860046
2021-11-22,0.6991393566131592
2021-11-23,0.6949608325958252
2021-11-24,0.6952894330024719
2021-11-25,0.6875309348106384
2021-11-26,0.6844392418861389
2021-11-29,0.6826311349868774
2021-11-30,0.6830694675445557
2021-12-01,0.6824913620948792
2021-12-02,0.6814100742340088
2021-12-03,0.6812081933021545
2021-12-06,0.6757396459579468
2021-12-07,0.6749687790870667
2021-12-08,0.6786198616027832
2021-12-09,0.6808279156684875
2021-12-10,0.6795694231987
2021-12-13,0.6795879006385803
2021-12-14,0.6752012372016907
2021-12-15,0.673632025718689
2021-12-16,0.6778098344802856
2021-12-17,0.6796294450759888
2021-12-20,0.6731604337692261
2021-12-21,0.671312153339386
2021-12-22,0.6765991449356079
2021-12-23,0.6805823445320129
2021-12-24,0.6822212934494019
2021-12-27,0.6815192699432373
2021-12-28,0.6817998886108398
2021-12-29,0.6805600523948669
2021-12-30,0.6839711666107178
2021-12-31,0.6830414533615112
2022-01-03,0.6840693950653076
2022-01-04,0.6789695620536804
2022-01-05,0.6813613176345825
2022-01-06,0.6793201565742493
2022-01-07,0.674040675163269
2022-01-10,0.6775985956192017
2022-01-11,0.6766495108604431
2022-01-12,0.678380012512207
2022-01-13,0.6846923232078552
2022-01-14,0.6861910820007324
2022-01-17,0.6808279156684875
2022-01-18,0.6797999143600464
2022-01-19,0.6771718859672546
2022-01-20,0.6780300140380859
2022-01-21,0.6750781536102295
2022-01-24,0.6722598671913147
2022-01-25,0.6704614758491516
2022-01-26,0.6690887808799744
2022-01-27,0.666058361530304
2022-01-28,0.6584405303001404
2022-01-31,0.6551920771598816
2022-02-01,0.657799482345581
2022-02-02,0.6637285947799683
2022-02-03,0.66118985414505
2022-02-04,0.666640043258667
2022-02-07,0.6619886159896851
2022-02-08,0.663790225982666
2022-02-09,0.6649501919746399
2022-02-10,0.667931318283081
2022-02-11,0.6667110919952393
2022-02-14,0.6646682024002075
2022-02-15,0.6618002653121948
2022-02-16,0.6640812158584595
2022-02-17,0.6681097745895386
2022-02-18,0.6691021919250488
2022-02-21,0.6689589619636536
2022-02-22,0.6695995330810547
2022-02-23,0.6741815805435181
2022-02-24,0.6770801544189453
2022-02-25,0.6687889695167542
2022-02-28,0.6693216562271118
2022-03-01,0.6769197583198547
2022-03-02,0.6767502427101135
2022-03-03,0.6783018112182617
2022-03-04,0.680971622467041
2022-03-07,0.6874505877494812
2022-03-08,0.683821439743042
2022-03-09,0.6804294586181641
2022-03-10,0.6838401556015015
2022-03-11,0.6874411702156067
2022-03-14,0.6812685132026672
2022-03-15,0.674900472164154
2022-03-16,0.6762194037437439
2022-03-17,0.6830694675445557
2022-03-18,0.6892321705818176
2022-03-21,0.689869225025177
2022-03-22,0.6879708170890808
2022-03-23,0.6964321732521057
2022-03-24,0.6976322531700134
2022-03-25,0.696548581123352
2022-03-28,0.6957489848136902
2022-03-29,0.6907795071601868
2022-03-30,0.6943190693855286
2022-03-31,0.6970681548118591
2022-04-01,0.6934000253677368
2022-04-04,0.6907699704170227
2022-04-05,0.6948497891426086
2022-04-06,0.6947677135467529
2022-04-07,0.6911519169807434
2022-04-08,0.6884918212890625
2022-04-11,0.6835409998893738
2022-04-12,0.6817794442176819
2022-04-13,0.6856500506401062
2022-04-14,0.6800777912139893
2022-04-15,0.6783432364463806
2022-04-18,0.6760411262512207
2022-04-19,0.673632025718689
2022-04-20,0.6746591329574585
2022-04-21,0.6783478260040283
2022-04-22,0.6724497079849243
2022-04-25,0.6625105142593384
2022-04-26,0.6618615388870239
2022-04-27,0.6575616598129272
2022-04-28,0.6542190313339233
2022-04-29,0.6493085026741028
2022-05-02,0.6456194519996643
2022-05-03,0.6441307067871094
2022-05-04,0.643430233001709
2022-05-05,0.6551019549369812
2022-05-06,0.6430289149284363
2022-05-09,0.6389204859733582
2022-05-10,0.6323590874671936
2022-05-11,0.6289980411529541
2022-05-12,0.6284801959991455
2022-05-13,0.6247188448905945
2022-05-16,0.6288912296295166
2022-05-17,0.6311417818069458
2022-05-18,0.6359097957611084
2022-05-19,0.6295603513717651
2022-05-20,0.6381499171257019
2022-05-23,0.6421493887901306
2022-05-24,0.6447494626045227
2022-05-25,0.6448908448219299
2022-05-26,0.6479789614677429
2022-05-27,0.6482393741607666
2022-05-30,0.6534098386764526
2022-05-31,0.6558279991149902
2022-06-01,0.6518607139587402
2022-06-02,0.6480587720870972
2022-06-03,0.6560388207435608
